ID,Name,Variable,Method,Class,Package,File,File Name
CS1,UnusedParameters,value,setOption,FormulaCollectionScript,org.sosy_lab.solver.smtInterpol,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\smtInterpol\FormulaCollectionScript.java,FormulaCollectionScript.java
CS2,UnusedParameters,expr,substitute,SmtInterpolUnsafeFormulaManager,org.sosy_lab.solver.smtInterpol,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\smtInterpol\SmtInterpolUnsafeFormulaManager.java,SmtInterpolUnsafeFormulaManager.java
CS3,UnusedParameters,term,simplify,FormulaCollectionScript,org.sosy_lab.solver.smtInterpol,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\smtInterpol\FormulaCollectionScript.java,FormulaCollectionScript.java
CS4,UnusedParameters,pIndexType,getArrayType,PrincessFormulaCreator,org.sosy_lab.solver.princess,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\princess\PrincessFormulaCreator.java,PrincessFormulaCreator.java
CS5,UnusedParameters,partitionedFormulas,getTreeInterpolants,PrincessInterpolatingProver,org.sosy_lab.solver.princess,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\princess\PrincessInterpolatingProver.java,PrincessInterpolatingProver.java
CS6,UnusedParameters,pSigned,extract,Mathsat5BitvectorFormulaManager,org.sosy_lab.solver.mathsat5,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\mathsat5\Mathsat5BitvectorFormulaManager.java,Mathsat5BitvectorFormulaManager.java
CS7,UnusedParameters,startOfSubtree,getInterpolants,FormulaCollectionScript,org.sosy_lab.solver.smtInterpol,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\smtInterpol\FormulaCollectionScript.java,FormulaCollectionScript.java
CS8,UnusedParameters,mgr,createConfig,Mathsat5InterpolatingProver,org.sosy_lab.solver.mathsat5,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\mathsat5\Mathsat5InterpolatingProver.java,Mathsat5InterpolatingProver.java
CS9,UnusedParameters,opt,setOption,FormulaCollectionScript,org.sosy_lab.solver.smtInterpol,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\smtInterpol\FormulaCollectionScript.java,FormulaCollectionScript.java
CS10,UnusedParameters,pShared,newProverEnvironmentWithInterpolation,SmtInterpolFormulaManager,org.sosy_lab.solver.smtInterpol,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\smtInterpol\SmtInterpolFormulaManager.java,SmtInterpolFormulaManager.java
CS11,UnusedParameters,pGenerateUnsatCore,newProverEnvironment,PrincessFormulaManager,org.sosy_lab.solver.princess,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\princess\PrincessFormulaManager.java,PrincessFormulaManager.java
CS12,UnusedParameters,pParam1,nonLinearMultiply,AbstractNumeralFormulaManager<TFormulaInfo, TType, TEnv,
        ParamFormulaType extends NumeralFormula, ResultFormulaType extends NumeralFormula>,org.sosy_lab.solver.basicimpl,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\basicimpl\AbstractNumeralFormulaManager.java,AbstractNumeralFormulaManager.java
CS13,UnusedParameters,type,getFloatingPointType,Z3FormulaCreator,org.sosy_lab.solver.z3,D:/Mona/new-downloads/java-smt_snapshots/java-smt_1\z3\Z3FormulaCreator.java,Z3FormulaCreator.java
