Id_Table,ID,Name,Variable,Method,Class,Package,File,File Name,System,Version,Release
1,CS1,UnusedDeclaration,,setUseOsBuffer,EnvOptions,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/EnvOptions.java,EnvOptions.java,rocksdb,rocksdb-5.6.2,8/12/2017
2,CS2,UnusedDeclaration,,getFromBatchAndDB,WriteBatchWithIndex,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/WriteBatchWithIndex.java,WriteBatchWithIndex.java,rocksdb,rocksdb-5.6.2,8/12/2017
3,CS3,UnusedDeclaration,,getFromBatch,WriteBatchWithIndex,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/WriteBatchWithIndex.java,WriteBatchWithIndex.java,rocksdb,rocksdb-5.6.2,8/12/2017
4,CS4,UnusedDeclaration,,iteratorCF,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
5,CS5,UnusedDeclaration,,multiGet,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
6,CS6,UnusedDeclaration,,newSstFileWriter,SstFileWriter,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/SstFileWriter.java,SstFileWriter.java,rocksdb,rocksdb-5.6.2,8/12/2017
7,CS7,UnusedDeclaration,,getProperty0,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
8,CS8,UnusedDeclaration,,compactRange0,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
9,CS9,UnusedDeclaration,,useOsBuffer,EnvOptions,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/EnvOptions.java,EnvOptions.java,rocksdb,rocksdb-5.6.2,8/12/2017
10,CS10,UnusedDeclaration,,keyMayExist,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
11,CS11,UnusedDeclaration,,deleteRange,WriteBatchWithIndex,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/WriteBatchWithIndex.java,WriteBatchWithIndex.java,rocksdb,rocksdb-5.6.2,8/12/2017
12,CS12,UnusedDeclaration,,openROnly,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
13,CS13,UnusedDeclaration,,compactRange,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
14,CS14,UnusedDeclaration,,setComparatorHandle,Options,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/Options.java,Options.java,rocksdb,rocksdb-5.6.2,8/12/2017
15,CS15,UnusedDeclaration,,getLongProperty,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
16,CS16,UnusedDeclaration,,singleDelete,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
17,CS17,NotUsingRelativePath,rocksdbjni,loadLibrary,RocksDB,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/RocksDB.java,RocksDB.java,rocksdb,rocksdb-5.6.2,8/12/2017
18,CS18,HardCodingLibraries,sharedLibraryName,loadLibrary,NativeLibraryLoader,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/NativeLibraryLoader.java,NativeLibraryLoader.java,rocksdb,rocksdb-5.6.2,8/12/2017
19,CS19,HardCodingLibraries,jniLibraryName,loadLibrary,NativeLibraryLoader,org.rocksdb,rocksdb-5.6.2/java/src/main/java/org/rocksdb/NativeLibraryLoader.java,NativeLibraryLoader.java,rocksdb,rocksdb-5.6.2,8/12/2017
20,CS20,UnusedParameters,version,InternalStats::HandleNumRunningFlushes,,rocksdb,rocksdb-5.6.2/db/internal_stats.cc,internal_stats.cc,rocksdb,rocksdb-5.6.2,8/12/2017
21,CS21,UnusedParameters,new_value,Filter,KeepFilter,rocksdb,rocksdb-5.6.2/db/db_compaction_filter_test.cc,db_compaction_filter_test.cc,rocksdb,rocksdb-5.6.2,8/12/2017
22,CS22,UnusedParameters,key,Get,DocumentDBImpl,rocksdb,rocksdb-5.6.2/utilities/document/document_db.cc,document_db.cc,rocksdb,rocksdb-5.6.2,8/12/2017
23,CS23,UnusedParameters,value,TransactionImpl::LockBatch,Handler,rocksdb,rocksdb-5.6.2/utilities/transactions/transaction_impl.cc,transaction_impl.cc,rocksdb,rocksdb-5.6.2,8/12/2017
24,CS24,UnusedParameters,no_io,FullFilterBlockReader::KeyMayMatch,,rocksdb,rocksdb-5.6.2/table/full_filter_block.cc,full_filter_block.cc,rocksdb,rocksdb-5.6.2,8/12/2017
25,CS25,UnusedParameters,histData,histogramCallback,StatsCallbackMock,org.rocksdb,rocksdb-5.6.2/java/src/test/java/org/rocksdb/StatsCallbackMock.java,StatsCallbackMock.java,rocksdb,rocksdb-5.6.2,8/12/2017
26,CS26,UnusedParameters,logger,FullMerge,PutOperatorV2,rocksdb,rocksdb-5.6.2/utilities/merge_operators/put.cc,put.cc,rocksdb,rocksdb-5.6.2,8/12/2017
27,CS27,UnusedParameters,value,GetIntProperty,ModelDB,rocksdb,rocksdb-5.6.2/db/db_test.cc,db_test.cc,rocksdb,rocksdb-5.6.2,8/12/2017
28,CS28,UnusedParameters,options,HdfsEnv::NewSequentialFile,,rocksdb,rocksdb-5.6.2/env/env_hdfs.cc,env_hdfs.cc,rocksdb,rocksdb-5.6.2,8/12/2017
29,CS29,UnusedParameters,file_size,CompactOnDeletionCollector::AddUserKey,,rocksdb,rocksdb-5.6.2/utilities/table_properties_collectors/compact_on_deletion_collector.cc,compact_on_deletion_collector.cc,rocksdb,rocksdb-5.6.2,8/12/2017
30,CS30,UnusedParameters,internal_comparator,FinishImpl,DBConstructor,rocksdb,rocksdb-5.6.2/table/table_test.cc,table_test.cc,rocksdb,rocksdb-5.6.2,8/12/2017
31,CS31,UnusedParameters,state_counts[],UpdateStatusCounts,,rocksdb,rocksdb-5.6.2/util/thread_list_test.cc,thread_list_test.cc,rocksdb,rocksdb-5.6.2,8/12/2017
