System,Release,Smell,S_B,NS_B,S_NB,NS_NB,Odds_ratio,p-value
conscrypt,javacpp-1.2.1,NotSecuringLibraries,1,1,13,13,1.0,1.0
conscrypt,javacpp-1.2.1,HardCodingLibraries,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.2.1,NotUsingRelativePath,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.2.1,MemoryManagementMismatch,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.2.1,LocalReferencesAbuse,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.3.2,excessiveInterlangCommunication,1,1,13,13,1.0,1.0
conscrypt,javacpp-1.3.2,Toomuchclustring,1,1,13,13,1.0,1.0
conscrypt,javacpp-1.3.2,ToomuchScattering,1,1,13,13,1.0,1.0
conscrypt,javacpp-1.3.2,UnusedMethodDeclaration,2,0,12,14,inf,0.48148
conscrypt,javacpp-1.3.2,UnusedMethodImplementation,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.3.2,UnusedParameter,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.3.2,NotHandlingExceptions,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.3.2,NotSecuringLibraries,1,1,13,13,1.0,1.0
conscrypt,javacpp-1.3.2,HardCodingLibraries,1,1,13,13,1.0,1.0
conscrypt,javacpp-1.3.2,NotUsingRelativePath,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.3.2,MemoryManagementMismatch,0,2,14,12,0.0,0.48148
conscrypt,javacpp-1.3.2,LocalReferencesAbuse,0,2,14,12,0.0,0.48148
conscrypt,javacpp-0.5,excessiveInterlangCommunication,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,Toomuchclustring,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,ToomuchScattering,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,UnusedMethodDeclaration,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,UnusedMethodImplementation,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,UnusedParameter,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,NotHandlingExceptions,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,NotSecuringLibraries,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,HardCodingLibraries,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,NotUsingRelativePath,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,MemoryManagementMismatch,0,0,0,0,nan,1.0
conscrypt,javacpp-0.5,LocalReferencesAbuse,0,0,0,0,nan,1.0
conscrypt,javacpp-1.4.4,excessiveInterlangCommunication,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,Toomuchclustring,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,ToomuchScattering,0,0,19,19,nan,1.0
conscrypt,javacpp-1.4.4,UnusedMethodDeclaration,0,0,19,19,nan,1.0
