System,Release,Smell,S_B,NS_B,S_NB,NS_NB,Odds_ratio,p-value
conscrypt,java-smt-0.5,excessiveInterlangCommunication,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,Toomuchclustring,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,ToomuchScattering,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,UnusedMethodDeclaration,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,UnusedMethodImplementation,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,UnusedParameter,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,NotHandlingExceptions,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,NotSecuringLibraries,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,HardCodingLibraries,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,NotUsingRelativePath,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,MemoryManagementMismatch,0,0,30,30,nan,1.0
conscrypt,java-smt-0.5,LocalReferencesAbuse,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,excessiveInterlangCommunication,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,Toomuchclustring,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,ToomuchScattering,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,UnusedMethodDeclaration,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,UnusedMethodImplementation,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,UnusedParameter,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,NotHandlingExceptions,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,NotSecuringLibraries,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,HardCodingLibraries,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,NotUsingRelativePath,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,MemoryManagementMismatch,0,0,30,30,nan,1.0
conscrypt,java-smt-0.3,LocalReferencesAbuse,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,excessiveInterlangCommunication,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,Toomuchclustring,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,ToomuchScattering,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,UnusedMethodDeclaration,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,UnusedMethodImplementation,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,UnusedParameter,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,NotHandlingExceptions,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,NotSecuringLibraries,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,HardCodingLibraries,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,NotUsingRelativePath,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,MemoryManagementMismatch,0,0,30,30,nan,1.0
conscrypt,java-smt-2.0.0,LocalReferencesAbuse,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,excessiveInterlangCommunication,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,Toomuchclustring,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,ToomuchScattering,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,UnusedMethodDeclaration,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,UnusedMethodImplementation,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,UnusedParameter,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,NotHandlingExceptions,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,NotSecuringLibraries,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,HardCodingLibraries,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,NotUsingRelativePath,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,MemoryManagementMismatch,0,0,30,30,nan,1.0
conscrypt,java-smt-0.1,LocalReferencesAbuse,0,0,30,30,nan,1.0
conscrypt,java-smt-2.2.0,excessiveInterlangCommunication,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,Toomuchclustring,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,ToomuchScattering,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,UnusedMethodDeclaration,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,UnusedMethodImplementation,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,UnusedParameter,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,NotHandlingExceptions,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,NotSecuringLibraries,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,HardCodingLibraries,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,NotUsingRelativePath,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,MemoryManagementMismatch,0,0,68,68,nan,1.0
conscrypt,java-smt-2.2.0,LocalReferencesAbuse,0,0,68,68,nan,1.0
conscrypt,java-smt-1.0.1,excessiveInterlangCommunication,0,12,55,43,0.0,0.00025
conscrypt,java-smt-1.0.1,Toomuchclustring,0,12,55,43,0.0,0.00025
conscrypt,java-smt-1.0.1,ToomuchScattering,0,12,55,43,0.0,0.00025
conscrypt,java-smt-1.0.1,UnusedMethodDeclaration,0,12,55,43,0.0,0.00025
conscrypt,java-smt-1.0.1,UnusedMethodImplementation,0,12,55,43,0.0,0.00025
conscrypt,java-smt-1.0.1,UnusedParameter,8,4,47,51,2.1702127659574466,0.35966
conscrypt,java-smt-1.0.1,NotHandlingExceptions,0,12,55,43,0.0,0.00025
conscrypt,java-smt-1.0.1,NotSecuringLibraries,1,11,54,44,0.07407407407407407,0.00399
conscrypt,java-smt-1.0.1,HardCodingLibraries,0,12,55,43,0.0,0.00025
conscrypt,java-smt-1.0.1,NotUsingRelativePath,1,11,54,44,0.07407407407407407,0.00399
conscrypt,java-smt-1.0.1,MemoryManagementMismatch,0,12,55,43,0.0,0.00025
conscrypt,java-smt-1.0.1,LocalReferencesAbuse,0,12,55,43,0.0,0.00025
conscrypt,java-smt-3.0.0,excessiveInterlangCommunication,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,Toomuchclustring,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,ToomuchScattering,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,UnusedMethodDeclaration,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,UnusedMethodImplementation,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,UnusedParameter,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,NotHandlingExceptions,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,NotSecuringLibraries,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,HardCodingLibraries,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,NotUsingRelativePath,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,MemoryManagementMismatch,0,0,70,70,nan,1.0
conscrypt,java-smt-3.0.0,LocalReferencesAbuse,0,0,70,70,nan,1.0
conscrypt,java-smt-2.0.0-alpha,excessiveInterlangCommunication,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,Toomuchclustring,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,ToomuchScattering,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,UnusedMethodDeclaration,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,UnusedMethodImplementation,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,UnusedParameter,4,1,57,60,4.2105263157894735,0.36454
conscrypt,java-smt-2.0.0-alpha,NotHandlingExceptions,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,NotSecuringLibraries,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,HardCodingLibraries,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,NotUsingRelativePath,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,MemoryManagementMismatch,0,5,61,56,0.0,0.0574
conscrypt,java-smt-2.0.0-alpha,LocalReferencesAbuse,0,5,61,56,0.0,0.0574
conscrypt,java-smt-0.60,excessiveInterlangCommunication,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,Toomuchclustring,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,ToomuchScattering,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,UnusedMethodDeclaration,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,UnusedMethodImplementation,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,UnusedParameter,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,NotHandlingExceptions,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,NotSecuringLibraries,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,HardCodingLibraries,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,NotUsingRelativePath,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,MemoryManagementMismatch,0,2,30,28,0.0,0.49153
conscrypt,java-smt-0.60,LocalReferencesAbuse,0,2,30,28,0.0,0.49153
