System,Release,Smell,S_B,NS_B,S_NB,NS_NB,Odds_ratio,p-value
conscrypt,vlc-android-3.0.96,excessiveInterlangCommunication,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,Toomuchclustring,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,ToomuchScattering,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,UnusedMethodDeclaration,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,UnusedMethodImplementation,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,UnusedParameter,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,NotHandlingExceptions,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,NotSecuringLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,HardCodingLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,NotUsingRelativePath,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,MemoryManagementMismatch,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.96,LocalReferencesAbuse,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,excessiveInterlangCommunication,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,Toomuchclustring,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,ToomuchScattering,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,UnusedMethodDeclaration,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,UnusedMethodImplementation,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,UnusedParameter,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,NotHandlingExceptions,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,NotSecuringLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,HardCodingLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,NotUsingRelativePath,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,MemoryManagementMismatch,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.0,LocalReferencesAbuse,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.0,excessiveInterlangCommunication,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,Toomuchclustring,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,ToomuchScattering,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,UnusedMethodDeclaration,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,UnusedMethodImplementation,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,UnusedParameter,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,NotHandlingExceptions,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,NotSecuringLibraries,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,HardCodingLibraries,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,NotUsingRelativePath,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,MemoryManagementMismatch,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.0,LocalReferencesAbuse,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,excessiveInterlangCommunication,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,Toomuchclustring,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,ToomuchScattering,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,UnusedMethodDeclaration,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,UnusedMethodImplementation,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,UnusedParameter,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,NotHandlingExceptions,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,NotSecuringLibraries,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,HardCodingLibraries,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,NotUsingRelativePath,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,MemoryManagementMismatch,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.2,LocalReferencesAbuse,0,1,90,89,0.0,1.0
conscrypt,vlc-android-3.1.6,excessiveInterlangCommunication,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,Toomuchclustring,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,ToomuchScattering,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,UnusedMethodDeclaration,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,UnusedMethodImplementation,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,UnusedParameter,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,NotHandlingExceptions,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,NotSecuringLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,HardCodingLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,NotUsingRelativePath,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,MemoryManagementMismatch,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.1.6,LocalReferencesAbuse,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.13,excessiveInterlangCommunication,0,7,90,83,0.0,0.01384
conscrypt,vlc-android-3.0.13,Toomuchclustring,0,7,90,83,0.0,0.01384
conscrypt,vlc-android-3.0.13,ToomuchScattering,0,7,90,83,0.0,0.01384
conscrypt,vlc-android-3.0.13,UnusedMethodDeclaration,1,6,89,84,0.15730337078651685,0.11767
conscrypt,vlc-android-3.0.13,UnusedMethodImplementation,1,6,89,84,0.15730337078651685,0.11767
conscrypt,vlc-android-3.0.13,UnusedParameter,0,7,90,83,0.0,0.01384
conscrypt,vlc-android-3.0.13,NotHandlingExceptions,1,6,89,84,0.15730337078651685,0.11767
conscrypt,vlc-android-3.0.13,NotSecuringLibraries,0,7,90,83,0.0,0.01384
conscrypt,vlc-android-3.0.13,HardCodingLibraries,0,7,90,83,0.0,0.01384
conscrypt,vlc-android-3.0.13,NotUsingRelativePath,0,7,90,83,0.0,0.01384
conscrypt,vlc-android-3.0.13,MemoryManagementMismatch,0,7,90,83,0.0,0.01384
conscrypt,vlc-android-3.0.13,LocalReferencesAbuse,0,7,90,83,0.0,0.01384
conscrypt,3.0.9,excessiveInterlangCommunication,0,0,90,90,nan,1.0
conscrypt,3.0.9,Toomuchclustring,0,0,90,90,nan,1.0
conscrypt,3.0.9,ToomuchScattering,0,0,90,90,nan,1.0
conscrypt,3.0.9,UnusedMethodDeclaration,0,0,90,90,nan,1.0
conscrypt,3.0.9,UnusedMethodImplementation,0,0,90,90,nan,1.0
conscrypt,3.0.9,UnusedParameter,0,0,90,90,nan,1.0
conscrypt,3.0.9,NotHandlingExceptions,0,0,90,90,nan,1.0
conscrypt,3.0.9,NotSecuringLibraries,0,0,90,90,nan,1.0
conscrypt,3.0.9,HardCodingLibraries,0,0,90,90,nan,1.0
conscrypt,3.0.9,NotUsingRelativePath,0,0,90,90,nan,1.0
conscrypt,3.0.9,MemoryManagementMismatch,0,0,90,90,nan,1.0
conscrypt,3.0.9,LocalReferencesAbuse,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,excessiveInterlangCommunication,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,Toomuchclustring,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,ToomuchScattering,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,UnusedMethodDeclaration,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,UnusedMethodImplementation,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,UnusedParameter,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,NotHandlingExceptions,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,NotSecuringLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,HardCodingLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,NotUsingRelativePath,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,MemoryManagementMismatch,0,0,90,90,nan,1.0
conscrypt,vlc-android-master,LocalReferencesAbuse,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,excessiveInterlangCommunication,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,Toomuchclustring,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,ToomuchScattering,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,UnusedMethodDeclaration,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,UnusedMethodImplementation,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,UnusedParameter,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,NotHandlingExceptions,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,NotSecuringLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,HardCodingLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,NotUsingRelativePath,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,MemoryManagementMismatch,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.11,LocalReferencesAbuse,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,excessiveInterlangCommunication,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,Toomuchclustring,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,ToomuchScattering,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,UnusedMethodDeclaration,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,UnusedMethodImplementation,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,UnusedParameter,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,NotHandlingExceptions,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,NotSecuringLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,HardCodingLibraries,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,NotUsingRelativePath,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,MemoryManagementMismatch,0,0,90,90,nan,1.0
conscrypt,vlc-android-3.0.92,LocalReferencesAbuse,0,0,90,90,nan,1.0
