Id_Table,ID,Name,Variable,Method,Class,Package,File Path,File Name,System,Version,Release
1,CS1,UnusedDeclaration,,strpbrk,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
2,CS2,UnusedDeclaration,,put,SizeTPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/SizeTPointer.java,SizeTPointer.java,javacpp,javacpp-1.2.7,11/29/2016
3,CS3,UnusedDeclaration,,allocate,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
4,CS4,UnusedDeclaration,,fetchSharedData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
5,CS5,UnusedDeclaration,,strncat,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
6,CS6,UnusedDeclaration,,allocateArray,SizeTPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/SizeTPointer.java,SizeTPointer.java,javacpp,javacpp-1.2.7,11/29/2016
7,CS7,UnusedDeclaration,,strchr,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
8,CS8,UnusedDeclaration,,createUniqueData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
9,CS9,UnusedDeclaration,,storeSharedData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
10,CS10,UnusedDeclaration,,strtok,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
11,CS11,UnusedDeclaration,,strspn,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
12,CS12,UnusedDeclaration,,strstr,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
13,CS13,UnusedDeclaration,,strcmp,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
14,CS14,UnusedDeclaration,,data,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
15,CS15,UnusedDeclaration,,testStdString,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
16,CS16,UnusedDeclaration,,testStdVectorByVal,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
17,CS17,UnusedDeclaration,,memset,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
18,CS18,UnusedDeclaration,,destructorCount,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
19,CS19,UnusedDeclaration,,strncmp,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
20,CS20,UnusedDeclaration,,memcpy,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
21,CS21,UnusedDeclaration,,memmove,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
22,CS22,UnusedDeclaration,,strerror,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
23,CS23,UnusedDeclaration,,strrchr,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
24,CS24,UnusedDeclaration,,constructorCount,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
25,CS25,UnusedDeclaration,,testStdVectorByPtr,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
26,CS26,UnusedDeclaration,,testStdVectorByRef,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
27,CS27,UnusedDeclaration,,get,SizeTPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/SizeTPointer.java,SizeTPointer.java,javacpp,javacpp-1.2.7,11/29/2016
28,CS28,UnusedDeclaration,,strlen,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
29,CS29,UnusedDeclaration,,strcpy,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
30,CS30,UnusedDeclaration,,physicalBytes,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
31,CS31,UnusedDeclaration,,strcoll,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
32,CS32,UnusedDeclaration,,strxfrm,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
33,CS33,UnusedDeclaration,,deallocate,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
34,CS34,UnusedDeclaration,,asDirectBuffer,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
35,CS35,UnusedDeclaration,,storeUniqueData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
36,CS36,UnusedDeclaration,,createSharedData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
37,CS37,UnusedDeclaration,,memchr,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
38,CS38,UnusedDeclaration,,memcmp,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,Pointer.java,javacpp,javacpp-1.2.7,11/29/2016
39,CS39,UnusedDeclaration,,strncpy,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
40,CS40,UnusedDeclaration,,fetchUniqueData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,AdapterTest.java,javacpp,javacpp-1.2.7,11/29/2016
41,CS41,UnusedDeclaration,,strcspn,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
42,CS42,UnusedDeclaration,,strcat,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,BytePointer.java,javacpp,javacpp-1.2.7,11/29/2016
43,CS43,HardCodingLibraries,filename2,loadLibrary,Loader,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Loader.java,Loader.java,javacpp,javacpp-1.2.7,11/29/2016
44,CS44,NotSecuringLibraries,libname,loadLibrary,Loader,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Loader.java,Loader.java,javacpp,javacpp-1.2.7,11/29/2016
45,CS45,NotSecuringLibraries,filename2,loadLibrary,Loader,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Loader.java,Loader.java,javacpp,javacpp-1.2.7,11/29/2016
46,AP46,ExcessiveInterLanguageCommunication,,get,PointerPointer<P extends Pointer>,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/PointerPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
47,AP47,ExcessiveInterLanguageCommunication,,allocateArray,LongPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/LongPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
48,AP48,ExcessiveInterLanguageCommunication,,fetchSharedData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
49,AP49,ExcessiveInterLanguageCommunication,,put,LongPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/LongPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
50,AP50,ExcessiveInterLanguageCommunication,,createUniqueData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
51,AP51,ExcessiveInterLanguageCommunication,,storeSharedData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
52,AP52,ExcessiveInterLanguageCommunication,,put,FloatPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/FloatPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
53,AP53,ExcessiveInterLanguageCommunication,,allocateArray,IntPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/IntPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
54,AP54,ExcessiveInterLanguageCommunication,,allocateArray,FloatPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/FloatPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
55,AP55,ExcessiveInterLanguageCommunication,,data,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
56,AP56,ExcessiveInterLanguageCommunication,,get,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,,javacpp,javacpp-1.2.7,11/29/2016
57,AP57,ExcessiveInterLanguageCommunication,,put,ShortPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/ShortPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
58,AP58,ExcessiveInterLanguageCommunication,,allocateArray,CharPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/CharPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
59,AP59,ExcessiveInterLanguageCommunication,,testStdString,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
60,AP60,ExcessiveInterLanguageCommunication,,allocate,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
61,AP61,ExcessiveInterLanguageCommunication,,put,IntPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/IntPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
62,AP62,ExcessiveInterLanguageCommunication,,testStdVectorByVal,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
63,AP63,ExcessiveInterLanguageCommunication,,destructorCount,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
64,AP64,ExcessiveInterLanguageCommunication,,get,CharPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/CharPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
65,AP65,ExcessiveInterLanguageCommunication,,put,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,,javacpp,javacpp-1.2.7,11/29/2016
66,AP66,ExcessiveInterLanguageCommunication,,put,DoublePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/DoublePointer.java,,javacpp,javacpp-1.2.7,11/29/2016
67,AP67,ExcessiveInterLanguageCommunication,,constructorCount,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
68,AP68,ExcessiveInterLanguageCommunication,,put,PointerPointer<P extends Pointer>,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/PointerPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
69,AP69,ExcessiveInterLanguageCommunication,,testStdVectorByPtr,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
70,AP70,ExcessiveInterLanguageCommunication,,allocateArray,PointerPointer<P extends Pointer>,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/PointerPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
71,AP71,ExcessiveInterLanguageCommunication,,testStdVectorByRef,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
72,AP72,ExcessiveInterLanguageCommunication,,strlen,BytePointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/BytePointer.java,,javacpp,javacpp-1.2.7,11/29/2016
73,AP73,ExcessiveInterLanguageCommunication,,testShortString,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
74,AP74,ExcessiveInterLanguageCommunication,,physicalBytes,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,,javacpp,javacpp-1.2.7,11/29/2016
75,AP75,ExcessiveInterLanguageCommunication,,deallocate,Pointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/Pointer.java,,javacpp,javacpp-1.2.7,11/29/2016
76,AP76,ExcessiveInterLanguageCommunication,,storeUniqueData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
77,AP77,ExcessiveInterLanguageCommunication,,testCharString,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
78,AP78,ExcessiveInterLanguageCommunication,,testIntString,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
79,AP79,ExcessiveInterLanguageCommunication,,allocateArray,ShortPointer,org.bytedeco.javacpp,javacpp-1.2.7/src/main/java/org/bytedeco/javacpp/ShortPointer.java,,javacpp,javacpp-1.2.7,11/29/2016
80,AP80,ExcessiveInterLanguageCommunication,,createSharedData,AdapterTest,org.bytedeco.javacpp,javacpp-1.2.7/src/test/java/org/bytedeco/javacpp/AdapterTest.java,,javacpp,javacpp-1.2.7,11/29/2016
