system;version;release;FileName;JNINativeFlag;Smelly;excessiveInterlangCommunication;Toomuchclustring;ToomuchScattering;UnusedMethodDeclaration;UnusedMethodImplementation;UnusedParameter;AssumingSafeReturnValue;ExcessiveObjects;NotHandlingExceptions;NotCachingObjects;NotSecuringLibraries;HardCodingLibraries;NotUsingRelativePath;MemoryManagementMismatch;LocalReferencesAbuse;CLOC;PrevFixing;CodeChurn;InducingFlag;Inducing;LOC
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-android/src/main/java/org/conscrypt/CaliperClientSocketBenchmark.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-android/src/main/java/org/conscrypt/CaliperEngineHandshakeBenchmark.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-android/src/main/java/org/conscrypt/CaliperEngineWrapBenchmark.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-base/src/main/java/org/conscrypt/BenchmarkProtocol.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-base/src/main/java/org/conscrypt/BufferType.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-base/src/main/java/org/conscrypt/CipherEncryptBenchmark.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-base/src/main/java/org/conscrypt/CipherFactory.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-base/src/main/java/org/conscrypt/ClientEndpoint.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3667;2;27;1;3;108
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-base/src/main/java/org/conscrypt/ClientSocketBenchmark.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2732;2;165;1;2;147
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-base/src/main/java/org/conscrypt/Transformation.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-graphs/src/main/java/org/conscrypt/graphgen/Main.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/JmhAlpnBenchmark.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/JmhCipherEncryptBenchmark.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/JmhClientSocketBenchmark.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1835;2;108;1;1;129
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/JmhEngineHandshakeBenchmark.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/JmhEngineWrapBenchmark.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1835;2;0;1;1;112
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/JmhServerSocketBenchmark.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1835;2;106;1;1;115
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/OpenJdkCipherFactory.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/OpenJdkEndpointFactory.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
conscrypt;conscrypt-2.1.0;04/03/2019;benchmark-jmh/src/jmh/java/org/conscrypt/OpenJdkEngineFactory.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6968;5;54;1;4;266
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/cpp/conscrypt/compatibility_close_monitor.cc;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2435;2;6;1;3;59
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/cpp/conscrypt/jniload.cc;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1769;3;0;1;2;67
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/cpp/conscrypt/jniutil.cc;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5153;9;597;1;5;521
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/cpp/conscrypt/native_crypto.cc;1;1;0;0;0;0;0;123;0;0;0;0;0;0;0;0;4;72062;32;5566;1;137;10224
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/include/conscrypt/app_data.h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6248;5;100;1;4;273
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/include/conscrypt/bio_stream.h;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;2;0;1;1;83
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/include/conscrypt/compat.h;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;526;1;0;1;1;110
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/include/conscrypt/compatibility_close_monitor.h;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2441;2;24;1;4;91
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/include/conscrypt/jniutil.h;1;1;0;0;0;0;0;0;3;0;5;0;0;0;0;0;0;4106;2;268;1;1;309
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/include/conscrypt/logging.h;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;1;89;1;1;83
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/jni/main/include/conscrypt/macros.h;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;721;1;0;1;1;142
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/AbstractConscryptSocket.java;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;9260;3;1236;1;3;756
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ActiveSession.java;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;9518;9;449;1;4;316
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/AllocatedBuffer.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;1;245;1;1;86
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ApplicationProtocolSelector.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4180;1;0;1;1;56
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ApplicationProtocolSelectorAdapter.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4180;1;0;1;1;88
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ArrayUtils.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1794;2;0;1;2;35
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/BufferAllocator.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;2;54;1;1;44
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ByteArray.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/CertPinManager.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/CertificatePriorityComparator.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;871;1;0;1;1;168
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ChainStrengthAnalyzer.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;1;1;1;5;114
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ClientSessionContext.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;53717;3;123;1;10;245
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/Conscrypt.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6689;7;598;1;6;771
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ConscryptCertStore.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ConscryptEngine.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;27810;21;1380;1;41;1841
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ConscryptEngineSocket.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18521;10;843;1;4;880
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ConscryptFileDescriptorSocket.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;20528;12;1561;1;10;1177
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ConscryptHostnameVerifier.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ConscryptServerSocket.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12456;3;37;1;7;189
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/DefaultSSLContextImpl.java;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/FileClientSessionCache.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41509;4;0;1;2;380
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/GCMParameters.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3295;2;16;1;3;152
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/HandshakeListener.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/Internal.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/IvParameters.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/Java7ExtendedSSLSession.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1475;1;185;1;1;180
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/Java8EngineWrapper.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4180;1;326;1;1;341
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/Java8ExtendedSSLSession.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1475;1;44;1;1;44
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/Java8FileDescriptorSocket.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/KeyGeneratorImpl.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/KeyManagerFactoryImpl.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;42554;3;1;1;4;115
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/KeyManagerImpl.java;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;43628;2;1;1;3;222
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/NativeCrypto.java;1;1;2;1;0;276;0;0;0;0;0;0;0;0;0;0;0;42147;29;1728;1;104;1421
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/NativeRef.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5749;2;36;1;10;148
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/NativeSsl.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11798;8;145;1;10;638
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/NativeSslSession.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8259;1;0;1;2;484
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OAEPParameters.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;1;272;1;1;289
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OidData.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLAeadCipher.java;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLAeadCipherChaCha20.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLBIOInputStream.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2592;1;1;1;5;107
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLBIOSink.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2392;1;1;1;2;77
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLBIOSource.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2392;2;1;1;2;106
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLCipherChaCha20.java;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;214;2;164;1;1;160
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLCipherRSA.java;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;611;5;0;1;7;628
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLContextImpl.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3113;6;18;1;6;189
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLECDHKeyAgreement.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLECGroupContext.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2223;1;1;1;4;180
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLECKeyFactory.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;3;0;1;3;203
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLECKeyPairGenerator.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;26;1;0;1;1;134
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLECPointContext.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1946;1;0;1;3;63
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLECPrivateKey.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4033;3;7;1;8;248
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLECPublicKey.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3085;3;7;1;7;173
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLEvpCipher.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLEvpCipherAES.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLEvpCipherARC4.java;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLRSAKeyPairGenerator.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1431;1;0;1;1;79
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLSignature.java;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;361;3;0;1;4;493
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLSignatureRawECDSA.java;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/OpenSSLSignatureRawRSA.java;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;70;1;0;1;1;199
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/SSLNullSession.java;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;65731;8;70;1;12;181
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/ServerSessionContext.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;50735;3;43;1;6;87
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/SessionSnapshot.java;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1475;1;182;1;1;186
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/TrustManagerFactoryImpl.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/main/java/org/conscrypt/TrustManagerImpl.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;46613;3;0;1;18;1037
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/test/java/org/conscrypt/CertPinManagerTest.java;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;13706;3;21;1;4;139
conscrypt;conscrypt-2.1.0;04/03/2019;common/src/test/java/org/conscrypt/TrustManagerImplTest.java;1;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;14055;2;0;1;3;480
conscrypt;conscrypt-2.1.0;04/03/2019;libcore-stub/src/main/java/libcore/net/NetworkSecurityPolicy.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/main/java/org/conscrypt/NativeLibraryUtil.java;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;710;1;0;1;1;59
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/main/java/org/conscrypt/Platform.java;1;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;25242;18;1247;1;21;778
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/ConscryptSocketTest.java;1;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;17509;5;248;1;7;643
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/ConscryptTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/DuckTypedPSKKeyManagerTest.java;1;1;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;7738;1;312;1;1;317
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/FileClientSessionCacheTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/MockSessionBuilder.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8125;2;85;1;1;85
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/NativeCryptoTest.java;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;28308;25;5481;1;15;3132
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/NativeRefTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7738;1;29;1;1;33
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/NativeSslSessionTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8125;2;0;1;1;623
conscrypt;conscrypt-2.1.0;04/03/2019;openjdk/src/test/java/org/conscrypt/TestSessionBuilderTest.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107
conscrypt;conscrypt-2.1.0;04/03/2019;platform/src/main/java/org/conscrypt/NativeCryptoJni.java;1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;30
conscrypt;conscrypt-2.1.0;04/03/2019;platform/src/main/java/org/conscrypt/Platform.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;26981;12;237;1;26;515
conscrypt;conscrypt-2.1.0;04/03/2019;platform/src/main/java/org/conscrypt/TrustedCertificateKeyStoreSpi.java;1;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
conscrypt;conscrypt-2.1.0;04/03/2019;platform/src/main/java/org/conscrypt/ct/CTPolicyImpl.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;118;1;0;1;1;47
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/ChannelType.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1835;1;0;1;1;130
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/java/security/AbstractKeyFactoryTest.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/java/security/AlgorithmParameterKeyAgreementHelper.java;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/java/security/AlgorithmParameterSymmetricHelper.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6759;1;65;1;1;65
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/java/security/CipherAsymmetricCryptHelper.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/java/security/CipherHelper.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6759;1;49;1;1;49
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/java/security/TestHelper.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/javax/net/ssl/FakeSSLSession.java;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/javax/net/ssl/PSKKeyManagerProxy.java;1;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;5107;1;0;1;1;96
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/javax/net/ssl/TestSSLEnginePair.java;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11673;2;36;1;2;239
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/testing/NullPrintStream.java;1;1;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;7738;1;0;1;1;147
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/testing/RestrictedAlgorithmConstraints.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/testing/Streams.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1887;1;0;1;1;65
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/tlswire/TlsTester.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/tlswire/handshake/AlpnHelloExtension.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/tlswire/handshake/CipherSuite.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5107;1;0;1;1;460
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/tlswire/handshake/ClientHello.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5107;1;0;1;1;100
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/tlswire/handshake/CompressionMethod.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5107;1;0;1;1;67
conscrypt;conscrypt-2.1.0;04/03/2019;testing/src/main/java/org/conscrypt/tlswire/handshake/EllipticCurve.java;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5107;1;0;1;1;77
