Id_Table,ID,Name,Variable,Method,Class,Package,File Path,File Name,System,Version,Release
1,CS1,AssumingSafeMultiLanguageReturnValues,method_name,,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/jni_util/java_method.cpp,java_method.cpp,Realm,realm-java-3.7.2,09/12/2017
2,CS2,AssumingSafeMultiLanguageReturnValues,class_name,JavaClass::get_jclass,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/jni_util/java_class.cpp,java_class.cpp,Realm,realm-java-3.7.2,09/12/2017
3,CS3,AssumingSafeMultiLanguageReturnValues,io/realm/exceptions/RealmFileException,ThrowRealmFileException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
4,CS4,AssumingSafeMultiLanguageReturnValues,<init>,ThrowRealmFileException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
5,CS5,AssumingSafeMultiLanguageReturnValues,log,,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/jni_util/log.cpp,log.cpp,Realm,realm-java-3.7.2,09/12/2017
6,CS6,NotHandlingExceptions,method_name,,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/jni_util/java_method.cpp,java_method.cpp,Realm,realm-java-3.7.2,09/12/2017
7,CS7,NotHandlingExceptions,io/realm/exceptions/RealmFileException,ThrowRealmFileException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
8,CS8,NotHandlingExceptions,java/lang/UnsupportedOperationException,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
9,CS9,NotHandlingExceptions,java/lang/RuntimeException,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
10,CS10,NotHandlingExceptions,java/lang/ArrayIndexOutOfBoundsException,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
11,CS11,NotHandlingExceptions,JavaExceptionDef::OutOfMemory,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
12,CS12,NotHandlingExceptions,io/realm/internal/async/BadVersionException,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
13,CS13,NotHandlingExceptions,class_name,JavaClass::get_jclass,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/jni_util/java_class.cpp,java_class.cpp,Realm,realm-java-3.7.2,09/12/2017
14,CS14,NotHandlingExceptions,java/lang/IllegalArgumentException,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
15,CS15,NotHandlingExceptions,java/lang/IllegalStateException,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
16,CS16,NotHandlingExceptions,java/lang/ClassNotFoundException,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
17,CS17,NotHandlingExceptions,<init>,ThrowRealmFileException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
18,CS18,NotHandlingExceptions,log,,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/jni_util/log.cpp,log.cpp,Realm,realm-java-3.7.2,09/12/2017
19,CS19,NotHandlingExceptions,io/realm/exceptions/RealmError,ThrowException,,,realm-java-3.7.2/realm/realm-library/src/main/cpp/util.cpp,util.cpp,Realm,realm-java-3.7.2,09/12/2017
20,CS20,UnusedDeclaration,,nativeLess,TableQuery,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,TableQuery.java,Realm,realm-java-3.7.2,09/12/2017
21,CS21,UnusedDeclaration,,nativeBetween,TableQuery,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,TableQuery.java,Realm,realm-java-3.7.2,09/12/2017
22,CS22,UnusedDeclaration,,nativeGreaterEqual,TableQuery,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,TableQuery.java,Realm,realm-java-3.7.2,09/12/2017
23,CS23,UnusedDeclaration,,nativeEqual,TableQuery,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,TableQuery.java,Realm,realm-java-3.7.2,09/12/2017
24,CS24,UnusedDeclaration,,nativeLessEqual,TableQuery,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,TableQuery.java,Realm,realm-java-3.7.2,09/12/2017
25,CS25,UnusedDeclaration,,nativeGreater,TableQuery,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,TableQuery.java,Realm,realm-java-3.7.2,09/12/2017
26,CS26,UnusedDeclaration,,nativeNotEqual,TableQuery,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,TableQuery.java,Realm,realm-java-3.7.2,09/12/2017
27,CS27,UnusedImplementation,,nativeSetNullUnique,Table,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/Table.java,Table.java,Realm,realm-java-3.7.2,09/12/2017
28,CS28,UnusedImplementation,,nativeSetStringUnique,Table,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/Table.java,Table.java,Realm,realm-java-3.7.2,09/12/2017
29,CS29,UnusedImplementation,,nativeFindAll,TableQuery,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,TableQuery.java,Realm,realm-java-3.7.2,09/12/2017
30,CS30,UnusedImplementation,,nativeSetLongUnique,Table,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/Table.java,Table.java,Realm,realm-java-3.7.2,09/12/2017
31,CS31,UnusedImplementation,,nativeGetSortedViewMulti,Table,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/Table.java,Table.java,Realm,realm-java-3.7.2,09/12/2017
32,CS32,UnusedParameters,columnIndex,getLinkList,,io.realm.internal,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/internal/InvalidRow.java,InvalidRow.java,Realm,realm-java-3.7.2,09/12/2017
33,CS33,UnusedParameters,element,add,OrderedRealmCollectionImpl<E extends RealmModel>,io.realm,realm-java-3.7.2/realm/realm-library/src/main/java/io/realm/OrderedRealmCollectionImpl.java,OrderedRealmCollectionImpl.java,Realm,realm-java-3.7.2,09/12/2017
