Project,ReleaseVersion,ReleaseDate,ReleaseDate2,TotalFiles,JavaCFiles,JNINativeFiles,,BuggyJavac,InducingJavac,SmellyJavac,,JNIBuggy,JNIInducing,JNISmelly,,JavacBuggySmelly,JavaInducingSmelly,,JNIBuggySmeely,JNIInducingSmelly,,TotalTIMEFIX,MINTIMEFIX,MEANTIMEFIX,MEDIANTIMEFIX,MODETIMEFIX,,TotalChangedINDUCING,TotalADDEDINDUCING,TotalREMOVEDINDUCING,,TotalChangedFIX,TotalADDEDFIX,TotalREMOVEDFIX,excessiveInterlangCommunication,Toomuchclustring,ToomuchScattering,UnusedMethodDeclaration,UnusedMethodImplementation,UnusedParameter,AssumingSafeReturnValue,ExcessiveObjects,NotHandlingExceptions,NotCachingObjects,NotSecuringLibraries,HardCodingLibraries,NotUsingRelativePath,MemoryManagementMismatch,LocalReferencesAbuse,,excessiveInterlangCommunicationIND,ToomuchclustringIND,Too_much_ScatteringIND,UnusedMethodDeclarationIND,UnusedMethodImplementationIND,UnusedParameterIND,AssumingSafeReturnValueIND,ExcessiveObjectsIND,NotHandlingExceptionsIND,NotCachingObjectsIND,NotSecuringLibrariesIND,HardCodingLibrariesIND,NotUsingRelativePathIND,MemoryManagementMismatchIND,LocalReferencesAbuseIND,,excessiveInterlangCommunicationFIX,Too_much_clustringFIX,Too_much_ScatteringFIX,UnusedMethodDeclarationFIX,UnusedMethodImplementationFIX,UnusedParameterFIX,AssumingSafeReturnValueFIX,ExcessiveObjectsFIX,NotHandlingExceptionsFIX,NotCachingObjectsFIX,NotSecuringLibrariesFIX,HardCodingLibrariesFIX,NotUsingRelativePathFIX,MemoryManagementMismatchFIX,LocalReferencesAbuseFIX
tada/pljava,1_5_0,3/29/2016,2016-03-29T16:52:02Z,374,253,162,,0,8,46,,0,6,46,,0,6,,0,6,,0,0,0,0,0,,1604,853,287,0,0,0,,2,4,14,79,1,292,0,0,6,0,0,0,0,8,0,,0,1,1,10,0,60,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tada/pljava,1_5_0b3,3/20/2016,2016-03-20T04:32:03Z,374,253,162,,0,1,46,,0,1,46,,0,1,,0,1,,0,0,0,0,0,,123,13,6,0,0,0,,2,4,14,79,1,291,0,0,6,0,0,0,0,8,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tada/pljava,1_5_1b1,6/20/2017,2017-06-20T04:08:19Z,374,253,162,,0,25,46,,0,16,46,,0,9,,0,9,,0,0,0,0,0,,14004,5950,860,0,0,0,,2,4,14,78,1,292,0,0,6,0,0,0,0,8,0,,0,0,2,4,0,94,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tada/pljava,1_5_1b2,09/10/2018,2018-09-10T08:13:22Z,374,253,165,,0,1,53,,0,1,53,,0,1,,0,1,,0,0,0,0,0,,85,1,1,0,0,0,,4,4,17,84,1,286,0,0,6,0,0,0,0,8,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tada/pljava,1_5_2,11/05/2018,2018-11-05T05:36:16Z,374,253,165,,0,3,53,,0,3,53,,0,2,,0,2,,0,0,0,0,0,,2425,802,96,0,0,0,,4,4,17,85,1,286,0,0,6,0,0,0,0,8,0,,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tada/pljava,REL1_5_STABLE-BASE,01/31/2016,2016-02-01T03:08:50Z,374,253,162,,4,28,46,,4,19,46,,2,10,,2,10,,0,0,0,0,0,,25665,6569,1310,566,220,128,,2,4,15,82,1,289,0,0,6,0,0,0,0,8,0,,0,0,0,0,0,182,0,0,6,0,0,0,0,8,0,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
tada/pljava,master,3/19/2019,2019-10-04T02:19:21Z,374,253,166,,0,0,55,,0,0,55,,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,1,5,16,88,1,291,0,0,6,0,0,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
