Id-Table,ID,Name,Variable,Method,Class,Package,File,File Name,System,Version,Release
114,CS114,UnusedParameters,rep[ZSTD_REP_NUM],ZSTD_insertBtAndGetAllMatches,,,zstd-jni-1.3.4-1/src/main/native/compress/zstd_opt.c,zstd_opt.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
115,CS115,UnusedParameters,rep[ZSTD_REP_NUM],ZSTD_compressBlock_btopt_extDict,,,zstd-jni-1.3.4-1/src/main/native/compress/zstd_opt.c,zstd_opt.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
116,CS116,UnusedParameters,align,XXH64_endian_align,,,zstd-jni-1.3.4-1/src/main/native/common/xxhash.c,xxhash.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
117,CS117,UnusedParameters,bucket_B,construct_BWT,,,zstd-jni-1.3.4-1/src/main/native/dictBuilder/divsufsort.c,divsufsort.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
118,CS118,UnusedParameters,bucket_A,construct_BWT,,,zstd-jni-1.3.4-1/src/main/native/dictBuilder/divsufsort.c,divsufsort.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
119,CS119,UnusedParameters,rep[ZSTD_REP_NUM],ZSTD_compressBlock_btultra_extDict,,,zstd-jni-1.3.4-1/src/main/native/compress/zstd_opt.c,zstd_opt.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
120,CS120,UnusedParameters,rep[ZSTD_REP_NUM],ZSTD_BtGetAllMatches,,,zstd-jni-1.3.4-1/src/main/native/compress/zstd_opt.c,zstd_opt.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
121,CS121,UnusedParameters,rep[ZSTD_REP_NUM],ZSTD_compressBlock_btlazy2_extDict,,,zstd-jni-1.3.4-1/src/main/native/compress/zstd_lazy.c,zstd_lazy.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
122,CS122,UnusedParameters,dtLog,HUFv07_decodeStreamX2,,,zstd-jni-1.3.4-1/src/main/native/legacy/zstd_v07.c,zstd_v07.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
123,CS123,UnusedParameters,rep[ZSTD_REP_NUM],ZSTD_compressBlock_fast,,,zstd-jni-1.3.4-1/src/main/native/compress/zstd_fast.c,zstd_fast.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
124,CS124,UnusedParameters,align,XXH32_endian_align,,,zstd-jni-1.3.4-1/src/main/native/common/xxhash.c,xxhash.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
125,CS125,UnusedParameters,dt,HUFv07_decodeStreamX2,,,zstd-jni-1.3.4-1/src/main/native/legacy/zstd_v07.c,zstd_v07.c,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
126,CS126,NotSecuringLibraries,libnameShort,load,,com.github.luben.zstd.util,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/util/Native.java,Native.java,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
127,CS127,NotSecuringLibraries,tempLib.getAbsolutePath(),load,,com.github.luben.zstd.util,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/util/Native.java,Native.java,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
128,AP128,ExcessiveInterLanguageCommunication,,compressDirectByteBuffer,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
129,AP129,ExcessiveInterLanguageCommunication,,decompressDirectByteBuffer,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
130,AP130,ExcessiveInterLanguageCommunication,,initDStream,ZstdInputStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdInputStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
131,AP131,ExcessiveInterLanguageCommunication,,initCStream,ZstdOutputStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdOutputStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
132,AP132,ExcessiveInterLanguageCommunication,,decompressUsingDict,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
133,AP133,ExcessiveInterLanguageCommunication,,compressBound,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
134,AP134,ExcessiveInterLanguageCommunication,,decompress,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
135,AP135,ExcessiveInterLanguageCommunication,,isError,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
136,AP136,ExcessiveInterLanguageCommunication,,decompressFastDict,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
137,AP137,ExcessiveInterLanguageCommunication,,initDStream,ZstdDirectBufferDecompressingStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferDecompressingStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
138,AP138,ExcessiveInterLanguageCommunication,,decompressDirectByteBufferFastDict,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
139,AP139,ExcessiveInterLanguageCommunication,,decompressStream,ZstdDirectBufferDecompressingStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferDecompressingStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
140,AP140,ExcessiveInterLanguageCommunication,,compressFastDict,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
141,AP141,ExcessiveInterLanguageCommunication,,freeCStream,ZstdDirectBufferCompressingStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferCompressingStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
142,AP142,ExcessiveInterLanguageCommunication,,getErrorName,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
143,AP143,ExcessiveInterLanguageCommunication,,decompressedDirectByteBufferSize,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
144,AP144,ExcessiveInterLanguageCommunication,,compressDirectByteBufferFastDict,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
145,AP145,ExcessiveInterLanguageCommunication,,compressUsingDict,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
146,AP146,ExcessiveInterLanguageCommunication,,compressStream,ZstdOutputStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdOutputStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
147,AP147,ExcessiveInterLanguageCommunication,,compressDirectByteBufferUsingDict,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
148,AP148,ExcessiveInterLanguageCommunication,,decompressStream,ZstdInputStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdInputStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
149,AP149,ExcessiveInterLanguageCommunication,,endStream,ZstdDirectBufferCompressingStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferCompressingStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
150,AP150,ExcessiveInterLanguageCommunication,,endStream,ZstdOutputStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdOutputStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
151,AP151,ExcessiveInterLanguageCommunication,,flushStream,ZstdOutputStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdOutputStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
152,AP152,ExcessiveInterLanguageCommunication,,compressDirectByteBuffer,ZstdDirectBufferCompressingStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferCompressingStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
153,AP153,ExcessiveInterLanguageCommunication,,freeCStream,ZstdOutputStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdOutputStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
154,AP154,ExcessiveInterLanguageCommunication,,compress,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
155,AP155,ExcessiveInterLanguageCommunication,,decompressDirectByteBufferUsingDict,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
156,AP156,TooMuchClustering,,,ZstdOutputStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdOutputStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
157,AP157,TooMuchClustering,,,Zstd,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/Zstd.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
158,AP158,TooMuchClustering,,,ZstdDirectBufferCompressingStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferCompressingStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
159,AP159,TooMuchScattering,,,ZstdDictDecompress,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDictDecompress.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
160,AP160,TooMuchScattering,,,ZstdDirectBufferDecompressingStream,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDirectBufferDecompressingStream.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
161,AP161,TooMuchScattering,,,ZstdDictCompress,com.github.luben.zstd,zstd-jni-1.3.4-1/src/main/java/com/github/luben/zstd/ZstdDictCompress.java,,zstd-jni,zstd-jni-1.3.4-1,3/27/2018
