Id_Table,ID,Name,Variable,Method,Class,Package,File,File Name,System,Version,Release
1,CS1,AssumingSafeMultiLanguageReturnValues,produced,Java_com_github_luben_zstd_ZstdDirectBufferCompressingStream_initCStreamWithDict,,,zstd-jni-1.4.0-1/src/main/native/jni_directbuffercompress_zstd.c,jni_directbuffercompress_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
2,CS2,AssumingSafeMultiLanguageReturnValues,dstPos,Java_com_github_luben_zstd_ZstdInputStream_initDStream,,,zstd-jni-1.4.0-1/src/main/native/jni_inputstream_zstd.c,jni_inputstream_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
3,CS3,AssumingSafeMultiLanguageReturnValues,consumed,Java_com_github_luben_zstd_ZstdDirectBufferCompressingStream_initCStreamWithDict,,,zstd-jni-1.4.0-1/src/main/native/jni_directbuffercompress_zstd.c,jni_directbuffercompress_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
4,CS4,AssumingSafeMultiLanguageReturnValues,produced,Java_com_github_luben_zstd_ZstdDirectBufferDecompressingStream_initDStream,,,zstd-jni-1.4.0-1/src/main/native/jni_directbufferdecompress_zstd.c,jni_directbufferdecompress_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
5,CS5,AssumingSafeMultiLanguageReturnValues,consumed,Java_com_github_luben_zstd_ZstdDirectBufferCompressingStream_initCStream,,,zstd-jni-1.4.0-1/src/main/native/jni_directbuffercompress_zstd.c,jni_directbuffercompress_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
6,CS6,AssumingSafeMultiLanguageReturnValues,produced,Java_com_github_luben_zstd_ZstdDirectBufferCompressingStream_initCStreamWithFastDict,,,zstd-jni-1.4.0-1/src/main/native/jni_directbuffercompress_zstd.c,jni_directbuffercompress_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
7,CS7,AssumingSafeMultiLanguageReturnValues,nativePtr,Java_com_github_luben_zstd_ZstdDirectBufferCompressingStream_initCStreamWithFastDict,,,zstd-jni-1.4.0-1/src/main/native/jni_directbuffercompress_zstd.c,jni_directbuffercompress_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
8,CS8,AssumingSafeMultiLanguageReturnValues,srcPos,Java_com_github_luben_zstd_ZstdOutputStream_resetCStream,,,zstd-jni-1.4.0-1/src/main/native/jni_outputstream_zstd.c,jni_outputstream_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
9,CS9,AssumingSafeMultiLanguageReturnValues,nativePtr,Java_com_github_luben_zstd_Zstd_loadFastDictDecompress,,,zstd-jni-1.4.0-1/src/main/native/jni_zstd.c,jni_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
10,CS10,AssumingSafeMultiLanguageReturnValues,dstPos,Java_com_github_luben_zstd_ZstdOutputStream_resetCStream,,,zstd-jni-1.4.0-1/src/main/native/jni_outputstream_zstd.c,jni_outputstream_zstd.c,zstd-jni,zstd-jni-1.4.0-1,4/16/2019
